Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
465,5,0.805,8.05,3086.0,0.002594,0.996692,C7orf26 INTS10 INTS13 INTS14 INTS5,snRNA transcription by RNA polymerase II|snRNA transcription|ncRNA transcription|snRNA processing|snRNA metabolic process,7.649e-10|8.079e-10|2.399e-09|6.257e-08|1.341e-07,1.207e-05|6.372e-06|1.261e-05|0.0002467|0.000423,235.4|232.1|175.3|343.2|262.9
466,6,0.696,10.44,4415.0,0.002353,0.998474,C7orf50 CNIH4 FOXD4 GJA3 NBEAL1 TSPYL5,gap junction-mediated intercellular transport|intercellular transport|cellular response to gamma radiation|response to gamma radiation|cellular response to ionizing radiation,0.002037|0.002328|0.008996|0.0162|0.01993,1|1|1|1|1,572.1|490.4|114.4|62.41|50.48
467,8,0.688,19.26,6013.0,0.0031850000000000003,0.9996790000000001,ACR ANHX C8orf33 CHAMP1 MZF1 PARD6G PGBD2 RABL2B,acrosome matrix dispersal|sister chromatid biorientation|penetration of zona pellucida|attachment of mitotic spindle microtubules to kinetochore|protein localization to microtubule,0.0007765|0.001552|0.003877|0.005038|0.005424,1|1|1|1|1,2574|858.1|286|214.5|198
468,5,0.6549,6.5489999999999995,4046.0,0.0016120000000000002,0.996692,C8orf44 DSTN MTFR1 SGK3 UBE2W,actin filament fragmentation|actin filament depolymerization|positive regulation of actin filament depolymerization|actin filament severing|positive regulation of protein depolymerization,0.001213|0.003152|0.003394|0.003878|0.004845,1|1|1|1|1,1030|343.3|316.8|274.6|216.8
469,4,0.6919,4.151,3369.0,0.001228,0.9929309999999999,C8orf48 F10 F7 ZIC5,"negative regulation of blood coagulation, extrinsic pathway|regulation of blood coagulation, extrinsic pathway|blood coagulation, extrinsic pathway|negative regulation of protein activation cascade|regulation of protein activation cascade",7.067e-07|7.067e-07|7.067e-07|3.108e-06|3.672e-06,0.01115|0.005574|0.003716|0.01226|0.01159,2060|2060|2060|823.8|748.9
470,4,0.667,4.002,2808.0,0.001419,0.9929309999999999,C8orf59 FAM207A NUP50 ZNF277,ribosome biogenesis|ribonucleoprotein complex biogenesis|regulation of cellular response to stress|tRNA-containing ribonucleoprotein complex export from nucleus|tRNA export from nucleus,0.001539|0.002986|0.006373|0.00678|0.00678,1|1|1|1|1,31.02|22.15|15.03|151.4|151.4
471,9,0.6776,24.39,6237.0,0.003885,0.9998530000000001,IKBKB IKZF3 IRF4 NFKB1 POU2AF1 PRDM1 RELA RELB TCF3,"regulation of transcription by RNA polymerase II|regulation of transcription, DNA-templated|regulation of nucleic acid-templated transcription|regulation of RNA biosynthetic process|response to other organism",9.925e-10|1.836e-08|1.841e-08|1.868e-08|2.049e-08,1.566e-05|0.0001448|9.682e-05|7.367e-05|6.465e-05,7.964|5.945|5.944|5.935|11.62
472,5,0.6529,6.529,3866.0,0.0016820000000000001,0.996692,C9orf16 RABEPK TXNDC8 UCK1 ZBTB6,CTP salvage|pyrimidine ribonucleotide salvage|pyrimidine nucleotide salvage|UMP salvage|UMP biosynthetic process,0.0009706|0.001456|0.001456|0.001456|0.00291,1|1|1|1|1,1373|823.8|823.8|823.8|374.5
473,5,0.6539,6.539,3898.0,0.0016699999999999998,0.996692,C9orf84 FBP1 GOLGA2 PALM2 TXNDC8,sucrose biosynthetic process|sucrose metabolic process|disaccharide biosynthetic process|vesicle organization|negative regulation of catabolic process,0.0005825|0.0007766|0.001165|0.001345|0.001371,1|1|1|1|1,2574|1716|1030|33.22|32.9
474,7,0.6655,13.98,5802.0,0.002397,0.9992989999999999,CA1 CA13 CA2 CA3 CYP7A1 FABP4 PMP2,one-carbon metabolic process|bicarbonate transport|organic anion transport|organic substance transport|anion transport,5.73e-10|7.574e-10|2.614e-08|8.786e-06|1.197e-05,9.038e-06|5.974e-06|0.0001374|0.03465|0.03776,301.8|280.2|43.27|8.135|7.719
475,8,0.654,18.31,6442.0,0.002827,0.9996790000000001,C5AR1 CA11 CRX FLT3LG FUT1 FUT2 SULT2A1 SULT2B1,fucose catabolic process|L-fucose catabolic process|L-fucose metabolic process|regulation of cell population proliferation|fucose metabolic process,9.31e-06|9.31e-06|9.31e-06|1.752e-05|2.586e-05,0.1468|0.07342|0.04895|0.06909|0.08157,508.5|508.5|508.5|8.372|286
476,7,0.6684,14.04,5829.0,0.002397,0.9992989999999999,CA8 CEBPD CYP7A1 MOS NPBWR1 PPDPFL SPIDR,cellular response to alcohol|establishment of meiotic spindle orientation|negative regulation of metaphase/anaphase transition of meiotic cell cycle|negative regulation of meiotic chromosome separation|negative regulation of meiotic cell cycle phase transition,0.0003736|0.0006794|0.001358|0.001358|0.001698,1|1|1|1|1,68.42|2942|980.7|980.7|735.5
477,6,0.7153,10.73,4412.0,0.00242,0.998474,DPM1 GANAB MOGS PRKCSH SLC35B4 UGGT1,glycoprotein metabolic process|viral protein processing|protein folding|protein N-linked glycosylation|carbohydrate derivative metabolic process,1.182e-08|1.569e-07|2.31e-07|1.036e-06|1.623e-06,0.0001864|0.001238|0.001215|0.004085|0.00512,46.14|264|60.22|137.3|17.06
478,12,0.6589,43.49,9771.0,0.00442,0.999986,B4GALT6 CABLES1 CTIF DSG1 DSG3 DSG4 HRH4 KIAA1328 SERPINB7 TPGS2 ZNF396 ZNF397,cornification|homophilic cell adhesion via plasma membrane adhesion molecules|keratinization|cell-cell adhesion via plasma-membrane adhesion molecules|keratinocyte differentiation,3.685e-05|0.0001149|0.0002767|0.0004106|0.0004532,0.5812|0.9062|1|1|1,45.56|30.83|22.78|19.88|19.21
479,8,0.6578,18.42,6077.0,0.003014,0.9996790000000001,CABP2 CABP4 FOLR2 MRGPRD MRGPRF P2RY6 POLD4 TBX10,cellular response to pyrimidine ribonucleotide|response to pyrimidine ribonucleotide|cellular response to folic acid|retinal bipolar neuron differentiation|glutamatergic neuron differentiation,0.0007765|0.0007765|0.001164|0.00194|0.00194,1|1|1|1|1,2574|2574|1287|643.6|643.6
480,4,0.6726,4.035,3367.0,0.001194,0.9929309999999999,ARRDC1 CACFD1 PGK2 UCK1,CTP salvage|pyrimidine ribonucleotide salvage|pyrimidine nucleotide salvage|UMP salvage|ribonucleotide metabolic process,0.0007766|0.001165|0.001165|0.001165|0.001539,1|1|1|1|1,1716|1030|1030|1030|31.02
481,4,0.7152,4.291,3078.0,0.001389,0.9929309999999999,CACNG4 CDKAL1 OR2B6 ZSCAN31,"maintenance of translational fidelity|tRNA methylthiolation|neurotransmitter receptor transport, postsynaptic endosome to lysosome|positive regulation of AMPA receptor activity|neurotransmitter receptor diffusion trapping",0.0005825|0.0005825|0.001553|0.001747|0.001941,1|1|1|1|1,2574|2574|735.5|643.6|572.1
482,4,0.6736,4.041,3324.0,0.0012109999999999998,0.9929309999999999,CACNG6 FPR2 OTP PKDREJ,calcium ion transmembrane transport|calcium ion transport|metal ion transport|inorganic cation transmembrane transport|cardiac conduction,7.986e-06|1.673e-05|3.871e-05|0.0002075|0.0002174,0.126|0.132|0.2035|0.8181|0.6859,65.04|50.64|38.14|21.6|86.72
483,9,0.7127,25.66,6116.0,0.004164999999999999,0.9998530000000001,ATP5F1C CDC123 GTPBP4 KIN MCM10 PRPF18 RBM17 RPP38 UPF2,nucleobase-containing compound metabolic process|heterocycle metabolic process|cellular aromatic compound metabolic process|organic cyclic compound metabolic process|cellular nitrogen compound metabolic process,7.414e-07|1.243e-06|1.398e-06|2.595e-06|4.342e-06,0.01169|0.009802|0.007353|0.01023|0.0137,6.733|6.304|6.21|5.739|5.373
484,6,0.6675,10.01,4999.0,0.001994,0.998474,BSND C1orf123 CADM4 FAAH PCSK9 RAB3B,acylglycerol metabolic process|neutral lipid metabolic process|negative regulation of low-density lipoprotein particle receptor binding|sebaceous gland cell differentiation|glucosylceramide biosynthetic process,0.0003955|0.0004029|0.0005824|0.0008735|0.0008735,1|1|1|1|1,65.38|64.76|3432|1716|1716
485,19,0.6528,111.6,15580.0,0.007097,1.0,CALB2 CES1 CES2 CES3 CES4A CHST5 CLEC18A CLEC18C CMTM1 CPNE2 CTRB1 HSD11B2 HSF4 IRX6 LCAT MT4 PDP2 PLA2G15 TMED6,lipid catabolic process|lipid metabolic process|detoxification of copper ion|stress response to copper ion|reverse cholesterol transport,9.441e-06|0.0001025|0.0001355|0.0001355|0.0001681,0.1489|0.8085|0.7127|0.5345|0.5304,16.94|5.899|128.7|128.7|114.4
486,11,0.6563,36.1,8550.0,0.004194,0.999969,ANO1 CREM CTTN FGF19 FGF4 FOLR2 GSTP1 MRGPRD MRGPRF MYEOV POLD4,cellular response to endogenous stimulus|regulation of ERK1 and ERK2 cascade|response to endogenous stimulus|fibroblast growth factor receptor signaling pathway|response to vitamin,0.0001876|0.0004358|0.0005032|0.0008611|0.001011,1|1|1|1|1,8.169|19.3|6.611|46.23|42.55
487,17,0.6555,89.15,13330.0,0.006625,1.0,AEBP1 AGR3 CALM1 EGR3 FKBP9 GHRHR LANCL2 NIPSNAP2 NUPR2 PHKG1 PSPH RNASET2 SEPT14 SUMF2 VWC2 ZNF713 ZNF716,negative regulation of ryanodine-sensitive calcium-release channel activity|regulation of calcium ion transmembrane transporter activity|negative regulation of release of sequestered calcium ion into cytosol|regulation of high voltage-gated calcium channel activity|positive regulation of sequestering of calcium ion,5.586e-05|6.263e-05|7.512e-05|8.58e-05|9.719e-05,0.8811|0.494|0.395|0.3384|0.3066,208|39.45|176|163.5|152.6
488,4,0.6608,3.965,2566.0,0.001538,0.9929309999999999,ASPM CALM2 DYNLRB1 NDE1,spindle localization|microtubule-based process|G2/M transition of mitotic cell cycle|cell cycle G2/M phase transition|transport along microtubule,4.498e-05|0.0002318|0.0002806|0.0002885|0.0003472,0.7095|1|1|1|1,187.2|19.24|73.55|72.52|66.01
489,5,0.7017,7.017,3990.0,0.0017510000000000002,0.996692,CALML4 GOLGA6B PLEKHO2 SCAMP2 SCAMP5,macrophage apoptotic process|myeloid cell apoptotic process|inflammatory cell apoptotic process|positive regulation of calcium ion-dependent exocytosis|leukocyte apoptotic process,0.0009706|0.001698|0.00194|0.004845|0.007261,1|1|1|1|1,1373|686.5|588.4|216.8|142
490,6,0.7078,10.62,4463.0,0.002367,0.998474,CALR GANAB MOGS PRKCSH SLC35B4 UGGT1,protein folding|viral protein processing|glycoprotein metabolic process|viral gene expression|N-glycan processing,1.054e-09|1.569e-07|1.592e-06|1.183e-05|1.481e-05,1.663e-05|0.001238|0.008368|0.04664|0.04672,75.27|264|36.91|59.87|361.3
491,7,0.6516,13.68,5254.0,0.002591,0.9992989999999999,CALU EDEM3 SAR1A SEC23IP SURF4 TM9SF3 TMED7,"Golgi vesicle transport|Golgi organization|endoplasmic reticulum to Golgi vesicle-mediated transport|COPII-coated vesicle budding|retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",4.678e-06|1.009e-05|3.02e-05|0.0002501|0.0003651,0.07379|0.0796|0.1588|0.9862|1,29.72|65.38|45.03|84.06|69.23
492,4,0.6935,4.1610000000000005,3417.0,0.001214,0.9929309999999999,CALY OR10Z1 PEBP4 TSN,positive regulation of retrograde axon cargo transport|regulation of retrograde axon cargo transport|positive regulation of clathrin coat assembly|regulation of clathrin coat assembly|postsynaptic endocytosis,0.0003883|0.0003883|0.0005825|0.0005825|0.001941,1|1|1|1|1,5149|5149|2574|2574|572.1
493,4,0.6538,3.923,3422.0,0.001142,0.9929309999999999,ATP2B2 CAMK1G CCR2 TOPAZ1,regulation of cytosolic calcium ion concentration|regulation of cardiac conduction|cellular calcium ion homeostasis|calcium ion homeostasis|cellular divalent inorganic cation homeostasis,3.801e-05|7.749e-05|8.754e-05|9.565e-05|0.0001105,0.5995|0.6111|0.4603|0.3772|0.3485,38.38|147.1|28.94|28.08|26.75
494,4,0.7006,4.203,3366.0,0.0012439999999999999,0.9929309999999999,CAMKK1 LDB2 MDGA1 NEBL,cardiac muscle thin filament assembly|regulation of synaptic membrane adhesion|spinal cord association neuron differentiation|cardiac myofibril assembly|dorsal spinal cord development,0.0007766|0.0009706|0.002522|0.003297|0.004072,1|1|1|1|1,1716|1287|429.1|321.8|257.4
495,13,0.613,47.81,8864.0,0.0053490000000000005,0.999993,CCDC12 CCDC130 CLASRP CRIPT CWF19L1 CWF19L2 DHX35 ESS2 FRA10AC1 GPATCH1 LENG1 PPIE WDR83,"RNA splicing|mRNA processing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA splicing, via transesterification reactions",3.401e-13|1.156e-10|2.53e-10|2.53e-10|2.706e-10,5.364e-09|9.117e-07|1.33e-06|9.976e-07|8.538e-07,35.03|26.19|36.72|36.72|36.36
496,4,0.737,4.422,2373.0,0.001854,0.9929309999999999,CAND1 CUL3 KEAP1 UBE2M,post-translational protein modification|protein modification by small protein conjugation|protein modification by small protein conjugation or removal|protein ubiquitination|cellular protein modification process,9.7e-08|2.555e-06|6.338e-06|0.0001827|0.0004631,0.00153|0.02015|0.03333|0.7204|1,57.05|25.09|19.98|20.85|6.822
497,4,0.6734,4.04,3320.0,0.001213,0.9929309999999999,CAPG GNLY STON1 TLX2,negative regulation of dendrite morphogenesis|enteric nervous system development|actin filament severing|barbed-end actin filament capping|mitotic chromosome condensation,0.002425|0.003878|0.003878|0.005571|0.00702,1|1|1|1|1,457.7|274.6|274.6|187.2|147.1
498,5,0.6783,6.7829999999999995,3701.0,0.001825,0.996692,DNAJC14 KRT85 OR10AD1 OR8S1 SLC38A4,detection of chemical stimulus involved in sensory perception of smell|sensory perception of smell|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus|sensory perception of chemical stimulus,0.00442|0.004963|0.005341|0.006137|0.006602,1|1|1|1|1,18.68|17.6|16.95|15.78|15.2
499,4,0.7158,4.295,3239.0,0.0013210000000000001,0.9929309999999999,ABCG5 CAPN13 FSHR SIX3,regulation of acetylcholine metabolic process|neuroblast migration|epithelial cell development|negative regulation of intestinal cholesterol absorption|primary ovarian follicle growth,0.0003883|0.0003883|0.0005283|0.0005825|0.0005825,1|1|1|1|1,5149|5149|53.35|2574|2574
500,4,0.693,4.158,2845.0,0.001456,0.9929309999999999,CAPN15 GATA6 TCF7L2 UBE2Z,pancreas development|negative regulation of apoptotic process|negative regulation of programmed cell death|negative regulation of sebum secreting cell proliferation|regulation of sebum secreting cell proliferation,7.398e-05|0.0003122|0.0003324|0.0003883|0.0003883,1|1|1|1|1,145|17.39|17.03|5149|5149
501,4,0.674,4.044,3409.0,0.001182,0.9929309999999999,CAPN7 CPA1 FMC1 STRA8,activation of meiosis|germline stem cell asymmetric division|asymmetric stem cell division|male germ-line stem cell asymmetric division|germ-line stem cell division,0.0009706|0.0009706|0.0009706|0.0009706|0.0009706,1|1|1|1|1,1287|1287|1287|1287|1287
502,26,0.5892,191.5,19840.0,0.009531999999999999,1.0,AIFM3 APOBEC3A APOBEC3D APOBEC3G APOL1 CCDC116 CRYBA4 DGCR6 DGCR6L GSTT2B MIF MPPE1 RFPL2 RFPL3 RIMBP3 SDF2L1 SEC14L6 SEPT5 SLC5A1 TOP3B TSSK2 USP18 VPREB1 YPEL1 ZDHHC8 ZNF74,DNA cytosine deamination|cytidine metabolic process|cytidine catabolic process|cytidine deamination|cytidine to uridine editing,5.674e-07|9.012e-07|9.012e-07|9.012e-07|9.012e-07,0.008951|0.007108|0.004738|0.003554|0.002843,228.8|190.7|190.7|190.7|190.7
503,4,0.7589,4.553,2569.0,0.0017629999999999998,0.9929309999999999,CAPRIN1 G3BP1 SERBP1 USP10,positive regulation of stress granule assembly|type I interferon production|regulation of stress granule assembly|protein deubiquitination|PML body organization,0.000728|0.001456|0.001456|0.001792|0.00194,1|1|1|1|1,2060|823.8|823.8|29.63|588.4
504,4,0.6554,3.9330000000000003,3317.0,0.001181,0.9929309999999999,CAPZA2 MAG WNT2 ZNF599,midbrain development|positive regulation of neurogenesis|lung induction|canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation|positive regulation of nervous system development,0.0001077|0.0006901|0.0007766|0.0009706|0.001009,1|1|1|1|1,119.7|46.6|1716|1287|38.42
505,5,0.6804,6.803999999999999,3006.0,0.002251,0.996692,CAP1 CAPZB CFL1 CORO1C WDR1,actin cytoskeleton organization|actin filament-based process|actin polymerization or depolymerization|actin filament organization|actin filament fragmentation,2.205e-07|4.227e-07|9.455e-07|1.038e-06|1.483e-06,0.003477|0.003333|0.004971|0.004094|0.00468,28.07|24.6|147.1|43.59|1471
506,6,0.6821,10.23,4098.0,0.002483,0.998474,BCL10 CARD10 CYLD IKBKB MALT1 TRAF2,regulation of I-kappaB kinase/NF-kappaB signaling|I-kappaB kinase/NF-kappaB signaling|intracellular signal transduction|activation of NF-kappaB-inducing kinase activity|pattern recognition receptor signaling pathway,5e-09|5.323e-09|1.555e-08|3.186e-08|5.384e-08,7.886e-05|4.198e-05|8.177e-05|0.0001256|0.0001699,60.54|168.1|13.08|490.4|92.67
507,19,0.6443,110.2,14810.0,0.007365999999999999,1.0,ARPC1B C7orf43 CASTOR3 CYP3A43 CYP3A5 CYP3A7 FBXO24 IFT22 MOGAT3 MUC12 PILRA PILRB SLC26A5 TECPR1 WNT2 ZKSCAN1 ZNF394 ZSCAN21 ZSCAN25,oxidative demethylation|lipid hydroxylation|demethylation|retinoic acid metabolic process|estrogen metabolic process,8.521e-07|2.583e-05|2.826e-05|0.0004213|0.0005508,0.01344|0.2038|0.1486|1|1,180.7|326.9|52.01|69.34|60.22
508,4,0.6875,4.125,3171.0,0.001296,0.9929309999999999,CARNS1 FAIM KLK10 TEX12,carnosine biosynthetic process|carnosine metabolic process|meiotic DNA repair synthesis|histidine catabolic process|histidine metabolic process,0.0003883|0.0005825|0.0007766|0.001747|0.002134,1|1|1|1|1,5149|2574|1716|643.6|514.9
509,6,0.6819,10.23,4172.0,0.002438,0.998474,CARS GGPS1 GUK1 NEDD8 RABGGTB YARS,tRNA aminoacylation for protein translation|tRNA aminoacylation|amino acid activation|small molecule metabolic process|geranylgeranyl diphosphate biosynthetic process,7.927e-05|8.956e-05|9.313e-05|0.0005107|0.0005824,1|0.7064|0.4897|1|1,149.2|140.1|137.3|8.46|3432
510,4,0.6838,4.103,2711.0,0.001507,0.9929309999999999,CASC1 KRAS LRMP SOX5,endocrine signaling|forebrain astrocyte development|forebrain astrocyte differentiation|positive regulation of mesenchymal stem cell differentiation|regulation of mesenchymal stem cell differentiation,0.0003883|0.0005825|0.0005825|0.0009706|0.001359,1|1|1|1|1,5149|2574|2574|1287|858.1
511,8,0.6772,18.96,5471.0,0.0034439999999999996,0.9996790000000001,AATF CASC3 CDC6 DHX8 PSMB3 PSMD11 PSMD3 ZNF830,negative regulation of G2/M transition of mitotic cell cycle|negative regulation of cell cycle G2/M phase transition|DNA-dependent DNA replication|regulation of G2/M transition of mitotic cell cycle|regulation of cell cycle G2/M phase transition,1.491e-10|2.509e-10|4.373e-09|5.461e-09|7.923e-09,2.352e-06|1.979e-06|2.299e-05|2.154e-05|2.499e-05,132.7|119.2|66.35|63.41|58.78
512,4,0.672,4.032,3444.0,0.001167,0.9929309999999999,CASC4 CDC42EP5 GNB5 SNX22,positive regulation of pseudopodium assembly|regulation of pseudopodium assembly|negative regulation of voltage-gated calcium channel activity|dopamine receptor signaling pathway|negative regulation of calcium ion transmembrane transporter activity,0.002716|0.00291|0.003297|0.0062|0.00678,1|1|1|1|1,396.1|367.8|321.8|166.1|151.4
513,9,0.6837,24.61,7092.0,0.00345,0.9998530000000001,BICDL2 CASKIN1 CLDN6 CLUAP1 CORO7 HCFC1R1 KREMEN2 PAQR4 TNFRSF12A,Golgi to secretory granule transport|transport along microtubule|microtubule-based transport|cytoskeleton-dependent intracellular transport|Golgi to endosome transport,0.00131|0.002031|0.003009|0.003071|0.007837,1|1|1|1|1,1144|29.34|23.96|23.71|134.6
514,4,0.6731,4.039,2968.0,0.001356,0.9929309999999999,CASKIN2 DYNC1LI2 NDE1 PAFAH1B2,centrosome localization|microtubule organizing center localization|anaphase|mitotic anaphase|M phase,1.49e-05|1.583e-05|0.0003516|0.0003516|0.000365,0.2351|0.1249|1|1|1,332.2|321.8|65.59|65.59|64.36
515,5,0.6848,6.848,3916.0,0.001741,0.996692,C11orf53 CASP1 CASP4 CRYAB KDELC2,positive regulation of tumor necrosis factor-mediated signaling pathway|pyroptosis|protein autoprocessing|positive regulation of cytokine-mediated signaling pathway|positive regulation of response to cytokine stimulus,2.204e-06|5.367e-06|9.177e-06|3.595e-05|4.658e-05,0.03477|0.04233|0.04825|0.1418|0.147,936.1|572.1|429.1|210.2|183.9
516,10,0.6579,29.61,7397.0,0.0039759999999999995,0.999933,ACCSL CAT CHRM4 ELF5 KCNC1 MYBPC3 OR4B1 OR4X1 SLC1A2 TP53I11,hydrogen peroxide catabolic process|hydrogen peroxide metabolic process|protein targeting to peroxisome|establishment of protein localization to peroxisome|protein localization to peroxisome,0.0001432|0.000277|0.001006|0.001006|0.001006,1|1|1|1|1,118.4|83.72|42.91|42.91|42.91
517,6,0.6595,9.892000000000001,4148.0,0.002372,0.998474,LDLR LDLRAP1 MYLIP NR1H2 SREBF1 TMEM41A,cholesterol homeostasis|sterol homeostasis|positive regulation of triglyceride biosynthetic process|regulation of triglyceride biosynthetic process|positive regulation of triglyceride metabolic process,4.422e-09|4.632e-09|7.676e-09|1.822e-08|3.15e-08,6.975e-05|3.653e-05|4.036e-05|7.186e-05|9.937e-05,165.4|163.5|792.1|572.1|468.1
